DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	n_amr_genes_strict
COLOR	#ff0000
COLOR_MIN	#ffffff
COLOR_MAX	#000000
DATA
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_h5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_e5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_f5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_g5	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_b6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d6	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
bj_0095_0060_d5	41.0
af_0058_0071_a2	2.0
af_0058_0071_a2	2.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
bj_0095_0060_g6	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
cx_0004_0025_d5	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
bj_0095_0060_e6	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
cx_0004_0060_c7	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_a5	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
bj_0095_0060_f6	41.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0025_d8	40.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0077_g10	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
cx_0004_0060_a7	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
bj_0095_0060_a6	41.0
cx_0004_0024_g1	1.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0068_a12	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h7	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0060_h9	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0072_c8	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
cx_0004_0060_d7	41.0
