DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	n_amr_genes_strict
COLOR	#ff0000
COLOR_MIN	#ffffff
COLOR_MAX	#000000
DATA
am_0052_0079_a6	41.0
am_0052_0079_a6	41.0
am_0052_0079_a6	41.0
am_0052_0079_a6	41.0
am_0052_0079_a6	41.0
am_0052_0079_a6	41.0
am_0052_0079_a6	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
am_0224_0076_e7	41.0
bj_0095_0031_f10	1.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
bq_0049_0072_b4	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0003_0093_c3	40.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_a8	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
am_0224_0080_b9	41.0
bq_0049_0072_b1	4.0
bq_0049_0072_b1	4.0
bq_0049_0072_b1	4.0
bq_0049_0072_b1	4.0
am_0171_0008_g2	1.0
am_0171_0068_e2	2.0
am_0171_0068_e2	2.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0224_0080_g7	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0025_0078_b12	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
am_0224_0080_e7	41.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
av_0103_0059_b4	21.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0224_0080_a7	41.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
am_0025_0078_g11	34.0
an_0080_0058_a6	1.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0224_0080_h8	41.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
am_0003_0093_h3	40.0
bq_0049_0072_c1	4.0
bq_0049_0072_c1	4.0
bq_0049_0072_c1	4.0
bq_0049_0072_c1	4.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0001_0092_b3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0003_0093_g3	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0001_0092_g1	40.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0224_0080_f7	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0052_0079_c4	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d8	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0224_0080_d12	41.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0006_0094_g11	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_f4	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
am_0001_0092_d6	40.0
